,Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
2342,EMP2343,25,Prefer not to say,Software Engineer,IT,15,Onsite,56,1,4,High,Depression/Anxiety/Burnout,No,No Change,3,Neutral,4,No Physical Activity,Average,Africa
2343,EMP2344,47,Non-binary,Software Engineer,Finance,12,Hybrid,45,9,2,Medium,Depression/Anxiety/Burnout,No,Decrease,4,Neutral,5,Daily,Poor,Asia
2344,EMP2345,24,Female,Project Manager,Consulting,3,Hybrid,53,5,2,Medium,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,1,Weekly,Average,North America
2345,EMP2346,36,Prefer not to say,Designer,Consulting,10,Hybrid,49,11,3,Medium,Depression/Anxiety/Burnout,Yes,Increase,1,Unsatisfied,5,Daily,Average,Oceania
2346,EMP2347,39,Prefer not to say,Project Manager,Education,13,Hybrid,43,3,5,High,Depression/Anxiety/Burnout,Yes,Decrease,1,Satisfied,3,Weekly,Average,Europe
2347,EMP2348,38,Male,Sales,IT,16,Onsite,32,1,4,Low,Depression/Anxiety/Burnout,Yes,No Change,2,Unsatisfied,2,No Physical Activity,Poor,Europe
2348,EMP2349,25,Prefer not to say,Designer,Retail,13,Onsite,51,2,5,Low,Depression/Anxiety/Burnout,No,Increase,3,Satisfied,3,No Physical Activity,Average,Europe
2349,EMP2350,23,Non-binary,Marketing,Manufacturing,29,Remote,35,1,3,High,Depression/Anxiety/Burnout,Yes,No Change,1,Neutral,2,Daily,Good,South America
2350,EMP2351,41,Prefer not to say,HR,IT,26,Remote,60,0,5,High,Depression/Anxiety/Burnout,No,No Change,3,Unsatisfied,2,Daily,Average,Asia
2351,EMP2352,53,Prefer not to say,Marketing,Finance,14,Remote,38,0,2,Low,Depression/Anxiety/Burnout,Yes,Increase,2,Neutral,5,No Physical Activity,Poor,Africa
2352,EMP2353,22,Prefer not to say,Project Manager,Retail,28,Hybrid,58,5,2,Low,Depression/Anxiety/Burnout,No,Increase,2,Neutral,5,Weekly,Average,Asia
2353,EMP2354,59,Female,Marketing,Consulting,14,Remote,46,2,2,Low,No mental health conditions,No,No Change,3,Unsatisfied,1,No Physical Activity,Average,Africa
2354,EMP2355,32,Male,HR,Retail,15,Hybrid,30,13,1,Low,Depression/Anxiety/Burnout,No,Decrease,3,Unsatisfied,5,No Physical Activity,Average,North America
2355,EMP2356,37,Female,Marketing,IT,31,Onsite,23,14,5,Low,No mental health conditions,No,Decrease,3,Satisfied,3,No Physical Activity,Good,Asia
2356,EMP2357,51,Male,HR,Healthcare,27,Hybrid,50,0,4,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Unsatisfied,4,Daily,Good,Asia
2357,EMP2358,56,Prefer not to say,Software Engineer,Education,3,Remote,44,0,5,Low,No mental health conditions,No,Decrease,3,Neutral,2,No Physical Activity,Average,Asia
2358,EMP2359,42,Prefer not to say,Designer,Retail,29,Remote,29,9,5,High,Depression/Anxiety/Burnout,No,No Change,2,Neutral,4,Weekly,Poor,Europe
2359,EMP2360,42,Non-binary,Designer,Consulting,12,Remote,25,10,1,Medium,No mental health conditions,Yes,Decrease,3,Unsatisfied,3,Weekly,Average,North America
2360,EMP2361,24,Non-binary,HR,Consulting,31,Remote,40,10,5,Low,No mental health conditions,No,Decrease,3,Unsatisfied,1,No Physical Activity,Good,Asia
2361,EMP2362,34,Male,Sales,Retail,7,Onsite,38,3,4,Low,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,2,Weekly,Good,Asia
2362,EMP2363,33,Male,Software Engineer,Finance,24,Onsite,53,7,3,Low,No mental health conditions,No,No Change,2,Satisfied,5,Weekly,Poor,Europe
2363,EMP2364,51,Male,Project Manager,Retail,21,Hybrid,33,11,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,3,Unsatisfied,1,No Physical Activity,Poor,Europe
2364,EMP2365,32,Female,HR,IT,22,Remote,48,6,4,High,Depression/Anxiety/Burnout,No,No Change,1,Unsatisfied,3,Weekly,Average,Oceania
2365,EMP2366,48,Female,HR,Healthcare,17,Hybrid,30,9,1,Medium,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,5,Daily,Good,South America
2366,EMP2367,22,Non-binary,Data Scientist,Education,17,Hybrid,56,4,3,High,Depression/Anxiety/Burnout,No,Increase,1,Satisfied,2,Daily,Poor,Africa
2367,EMP2368,58,Male,HR,Finance,13,Hybrid,25,11,2,Medium,Depression/Anxiety/Burnout,Yes,Decrease,2,Unsatisfied,3,Daily,Good,North America
2368,EMP2369,32,Male,Data Scientist,Retail,11,Remote,35,12,3,High,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,1,Daily,Average,Asia
2369,EMP2370,43,Prefer not to say,HR,IT,7,Remote,43,14,1,Medium,Depression/Anxiety/Burnout,No,No Change,1,Unsatisfied,4,Daily,Poor,North America
2370,EMP2371,43,Male,Software Engineer,Consulting,24,Onsite,48,6,4,High,Depression/Anxiety/Burnout,Yes,Increase,2,Neutral,4,Daily,Poor,North America
2371,EMP2372,56,Prefer not to say,Designer,Finance,27,Hybrid,28,7,5,Medium,Depression/Anxiety/Burnout,Yes,Increase,3,Unsatisfied,2,Daily,Average,Asia
2372,EMP2373,39,Female,Software Engineer,IT,32,Onsite,20,14,2,High,Depression/Anxiety/Burnout,No,Increase,3,Unsatisfied,1,No Physical Activity,Average,Africa
2373,EMP2374,35,Female,Sales,Education,23,Hybrid,29,11,5,High,Depression/Anxiety/Burnout,Yes,Decrease,3,Satisfied,5,No Physical Activity,Good,Africa
2374,EMP2375,40,Female,Sales,Healthcare,2,Hybrid,44,0,1,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Unsatisfied,1,Weekly,Poor,Africa
2375,EMP2376,28,Female,Sales,IT,22,Onsite,28,6,5,High,Depression/Anxiety/Burnout,Yes,No Change,1,Satisfied,5,Weekly,Good,Europe
2376,EMP2377,24,Female,Project Manager,Manufacturing,8,Onsite,33,5,4,Low,Depression/Anxiety/Burnout,Yes,No Change,3,Unsatisfied,2,Daily,Good,South America
2377,EMP2378,53,Male,HR,Retail,33,Hybrid,32,4,3,Low,Depression/Anxiety/Burnout,Yes,No Change,1,Neutral,3,Daily,Good,Asia
2378,EMP2379,29,Non-binary,Sales,Healthcare,33,Remote,27,12,1,High,Depression/Anxiety/Burnout,Yes,Decrease,2,Unsatisfied,1,Daily,Good,South America
2379,EMP2380,23,Non-binary,Software Engineer,Education,1,Hybrid,27,7,2,High,Depression/Anxiety/Burnout,No,Increase,4,Neutral,1,No Physical Activity,Good,South America
2380,EMP2381,36,Non-binary,HR,Finance,22,Remote,43,14,3,Medium,No mental health conditions,No,Decrease,3,Unsatisfied,4,Daily,Average,North America
2381,EMP2382,36,Male,Sales,Education,2,Remote,54,12,5,High,Depression/Anxiety/Burnout,No,Decrease,4,Unsatisfied,2,Daily,Average,South America
2382,EMP2383,57,Prefer not to say,Software Engineer,IT,17,Hybrid,28,6,5,Low,Depression/Anxiety/Burnout,No,Decrease,4,Neutral,3,No Physical Activity,Good,North America
2383,EMP2384,40,Non-binary,Project Manager,Finance,27,Hybrid,43,5,1,Low,Depression/Anxiety/Burnout,No,No Change,5,Neutral,2,Daily,Poor,North America
2384,EMP2385,58,Prefer not to say,Project Manager,Manufacturing,34,Remote,25,3,4,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Unsatisfied,1,Weekly,Poor,Oceania
2385,EMP2386,23,Prefer not to say,Sales,IT,21,Remote,46,6,5,High,Depression/Anxiety/Burnout,No,Increase,1,Neutral,5,Daily,Average,Africa
2386,EMP2387,43,Male,Designer,Education,33,Remote,34,14,3,Low,Depression/Anxiety/Burnout,No,No Change,1,Satisfied,3,Daily,Good,Africa
2387,EMP2388,59,Prefer not to say,HR,Education,15,Onsite,27,14,2,Medium,No mental health conditions,No,Increase,1,Satisfied,4,Daily,Poor,Europe
2388,EMP2389,48,Male,Marketing,IT,13,Onsite,27,3,3,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Unsatisfied,1,Daily,Good,Europe
2389,EMP2390,38,Male,Marketing,Retail,11,Hybrid,21,11,4,Medium,No mental health conditions,Yes,Increase,1,Unsatisfied,4,Weekly,Good,Africa
2390,EMP2391,56,Non-binary,Project Manager,Finance,2,Remote,20,7,2,High,No mental health conditions,Yes,No Change,2,Unsatisfied,1,No Physical Activity,Average,Oceania
2391,EMP2392,29,Female,Project Manager,Finance,12,Remote,42,2,2,Low,No mental health conditions,Yes,Increase,2,Neutral,2,Daily,Good,North America
2392,EMP2393,37,Non-binary,Software Engineer,Retail,10,Remote,35,0,4,Medium,Depression/Anxiety/Burnout,No,Increase,4,Unsatisfied,1,Weekly,Average,Oceania
2393,EMP2394,32,Prefer not to say,Project Manager,IT,24,Onsite,60,4,3,Low,Depression/Anxiety/Burnout,Yes,No Change,4,Satisfied,1,No Physical Activity,Average,Europe
2394,EMP2395,43,Female,Designer,Finance,30,Remote,24,15,5,High,Depression/Anxiety/Burnout,No,Decrease,1,Neutral,3,No Physical Activity,Poor,Asia
2395,EMP2396,43,Male,Project Manager,Retail,25,Remote,58,10,3,Low,No mental health conditions,No,Decrease,1,Satisfied,5,Daily,Poor,Europe
2396,EMP2397,25,Male,HR,IT,21,Remote,26,13,3,Medium,Depression/Anxiety/Burnout,Yes,Decrease,2,Unsatisfied,3,Weekly,Good,Africa
2397,EMP2398,29,Prefer not to say,Project Manager,Consulting,30,Remote,34,0,1,Low,Depression/Anxiety/Burnout,No,Decrease,1,Unsatisfied,5,Weekly,Average,Africa
2398,EMP2399,59,Prefer not to say,HR,Retail,27,Hybrid,53,15,3,Medium,Depression/Anxiety/Burnout,Yes,Decrease,5,Unsatisfied,3,No Physical Activity,Poor,Europe
2399,EMP2400,33,Non-binary,Software Engineer,Healthcare,31,Remote,44,8,5,Low,Depression/Anxiety/Burnout,Yes,No Change,2,Neutral,5,Weekly,Average,Africa
2400,EMP2401,22,Non-binary,HR,Retail,6,Remote,48,14,5,Medium,Depression/Anxiety/Burnout,Yes,No Change,1,Unsatisfied,1,Weekly,Average,North America
2401,EMP2402,45,Female,Marketing,IT,27,Remote,33,11,4,Low,Depression/Anxiety/Burnout,Yes,Increase,5,Satisfied,3,Daily,Good,Oceania
2402,EMP2403,24,Male,Sales,Education,24,Onsite,33,2,2,Low,Depression/Anxiety/Burnout,No,Increase,1,Satisfied,2,No Physical Activity,Average,Europe
2403,EMP2404,28,Male,Sales,Healthcare,11,Onsite,45,7,3,Medium,Depression/Anxiety/Burnout,No,No Change,1,Neutral,1,No Physical Activity,Good,Asia
2404,EMP2405,29,Prefer not to say,Software Engineer,Education,14,Hybrid,23,8,1,Medium,No mental health conditions,Yes,No Change,3,Unsatisfied,1,Daily,Poor,Europe
2405,EMP2406,56,Non-binary,Software Engineer,Retail,22,Onsite,52,6,2,Low,No mental health conditions,No,No Change,4,Satisfied,5,Daily,Good,North America
2406,EMP2407,59,Female,Data Scientist,Finance,24,Remote,48,3,3,Medium,Depression/Anxiety/Burnout,Yes,Increase,5,Satisfied,5,Daily,Good,South America
2407,EMP2408,24,Non-binary,Data Scientist,Education,5,Remote,42,2,3,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,5,No Physical Activity,Poor,Oceania
2408,EMP2409,26,Non-binary,Project Manager,IT,12,Remote,49,6,5,Medium,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,4,Weekly,Good,Asia
2409,EMP2410,59,Male,HR,Education,12,Onsite,24,12,1,High,Depression/Anxiety/Burnout,No,Increase,4,Unsatisfied,4,Daily,Poor,Europe
2410,EMP2411,41,Female,Sales,Healthcare,30,Hybrid,59,3,4,High,No mental health conditions,Yes,No Change,5,Unsatisfied,1,No Physical Activity,Average,Europe
2411,EMP2412,40,Non-binary,HR,Manufacturing,7,Remote,48,0,1,High,Depression/Anxiety/Burnout,No,Decrease,3,Unsatisfied,2,Daily,Good,Oceania
2412,EMP2413,48,Male,Sales,Finance,27,Onsite,55,8,3,Medium,No mental health conditions,Yes,Increase,3,Neutral,4,No Physical Activity,Poor,South America
2413,EMP2414,60,Male,Marketing,Manufacturing,26,Remote,56,13,3,Medium,Depression/Anxiety/Burnout,No,Increase,5,Neutral,5,Daily,Good,Oceania
2414,EMP2415,32,Male,Software Engineer,Finance,7,Remote,47,10,5,Medium,No mental health conditions,No,No Change,5,Satisfied,2,No Physical Activity,Good,Europe
2415,EMP2416,55,Male,Sales,Healthcare,9,Remote,49,13,2,Medium,Depression/Anxiety/Burnout,Yes,No Change,1,Neutral,1,No Physical Activity,Good,North America
2416,EMP2417,52,Prefer not to say,Designer,Education,33,Remote,42,1,1,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,1,No Physical Activity,Poor,Asia
2417,EMP2418,40,Non-binary,Designer,Education,33,Onsite,57,14,3,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Unsatisfied,5,No Physical Activity,Average,South America
2418,EMP2419,56,Non-binary,Software Engineer,Manufacturing,19,Onsite,32,1,2,High,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,4,No Physical Activity,Average,North America
2419,EMP2420,28,Female,HR,Consulting,34,Hybrid,28,12,1,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Neutral,3,Weekly,Poor,Africa
2420,EMP2421,43,Female,Data Scientist,Manufacturing,16,Remote,24,10,3,Medium,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,4,Weekly,Good,South America
2421,EMP2422,53,Female,Sales,Consulting,9,Hybrid,32,7,3,High,No mental health conditions,Yes,No Change,5,Neutral,3,Daily,Good,South America
2422,EMP2423,45,Prefer not to say,Marketing,Consulting,32,Hybrid,20,4,5,Low,Depression/Anxiety/Burnout,No,No Change,1,Neutral,1,No Physical Activity,Good,Europe
2423,EMP2424,39,Female,HR,Finance,26,Hybrid,24,10,5,High,Depression/Anxiety/Burnout,Yes,No Change,2,Unsatisfied,3,Weekly,Good,Europe
2424,EMP2425,57,Female,Software Engineer,Education,29,Remote,52,0,3,High,Depression/Anxiety/Burnout,No,Decrease,1,Satisfied,3,Daily,Average,Asia
2425,EMP2426,24,Non-binary,Sales,Healthcare,13,Onsite,53,7,3,Medium,Depression/Anxiety/Burnout,Yes,No Change,2,Satisfied,3,No Physical Activity,Good,Africa
2426,EMP2427,27,Male,Software Engineer,Manufacturing,11,Onsite,43,14,3,Medium,No mental health conditions,Yes,No Change,5,Satisfied,5,Daily,Poor,South America
2427,EMP2428,40,Female,Designer,Finance,33,Onsite,56,6,2,Low,Depression/Anxiety/Burnout,No,Increase,5,Unsatisfied,1,Daily,Good,Asia
2428,EMP2429,27,Prefer not to say,Designer,Healthcare,13,Remote,43,14,4,High,No mental health conditions,Yes,Increase,3,Neutral,5,Weekly,Poor,Asia
2429,EMP2430,22,Non-binary,Sales,Retail,13,Remote,40,11,3,Medium,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,2,Daily,Good,South America
2430,EMP2431,33,Male,Designer,IT,14,Hybrid,22,14,3,High,No mental health conditions,Yes,Increase,1,Neutral,3,No Physical Activity,Good,Asia
2431,EMP2432,48,Female,Software Engineer,Retail,31,Hybrid,45,9,3,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,1,Daily,Poor,Asia
2432,EMP2433,24,Prefer not to say,Marketing,Retail,17,Remote,21,5,2,Low,Depression/Anxiety/Burnout,No,Increase,2,Satisfied,4,Weekly,Poor,Asia
2433,EMP2434,58,Female,Data Scientist,Manufacturing,26,Remote,36,8,5,Low,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,5,No Physical Activity,Poor,Oceania
2434,EMP2435,34,Prefer not to say,Designer,IT,30,Hybrid,42,10,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,4,Unsatisfied,2,No Physical Activity,Good,Asia
2435,EMP2436,50,Non-binary,Project Manager,Finance,17,Hybrid,42,4,4,High,Depression/Anxiety/Burnout,No,No Change,1,Neutral,3,Weekly,Poor,Oceania
2436,EMP2437,23,Male,HR,Education,26,Hybrid,42,13,2,Medium,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,2,Weekly,Good,Europe
2437,EMP2438,28,Prefer not to say,Project Manager,IT,14,Hybrid,45,9,2,Low,Depression/Anxiety/Burnout,No,Increase,2,Satisfied,3,No Physical Activity,Good,Africa
2438,EMP2439,57,Prefer not to say,Data Scientist,Retail,27,Hybrid,59,15,1,Medium,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,5,Daily,Good,Africa
2439,EMP2440,26,Male,Sales,Finance,26,Onsite,32,8,5,Low,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,2,Weekly,Poor,Africa
2440,EMP2441,44,Prefer not to say,Marketing,Consulting,14,Hybrid,47,14,1,High,No mental health conditions,No,Increase,3,Unsatisfied,1,Weekly,Good,South America
2441,EMP2442,59,Male,Sales,Retail,10,Onsite,44,0,5,High,Depression/Anxiety/Burnout,No,No Change,3,Neutral,2,No Physical Activity,Good,South America
2442,EMP2443,56,Prefer not to say,Sales,Healthcare,21,Remote,49,10,4,High,Depression/Anxiety/Burnout,No,Decrease,1,Unsatisfied,4,No Physical Activity,Good,North America
2443,EMP2444,45,Male,Designer,Manufacturing,31,Remote,58,8,3,High,No mental health conditions,No,Decrease,2,Unsatisfied,2,Weekly,Good,North America
2444,EMP2445,22,Prefer not to say,Marketing,Healthcare,20,Hybrid,25,10,4,Medium,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,1,Daily,Average,Oceania
2445,EMP2446,38,Non-binary,Software Engineer,Healthcare,27,Hybrid,40,2,5,Low,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,4,No Physical Activity,Average,North America
2446,EMP2447,43,Non-binary,Designer,Healthcare,1,Hybrid,27,8,5,High,Depression/Anxiety/Burnout,No,Increase,3,Satisfied,1,No Physical Activity,Poor,Asia
2447,EMP2448,52,Non-binary,Data Scientist,Retail,12,Remote,44,0,1,High,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,4,Weekly,Poor,Africa
2448,EMP2449,30,Female,Data Scientist,Retail,20,Remote,57,7,5,High,Depression/Anxiety/Burnout,No,Decrease,5,Unsatisfied,3,No Physical Activity,Good,South America
2449,EMP2450,40,Male,HR,IT,21,Onsite,60,5,5,Medium,Depression/Anxiety/Burnout,Yes,Decrease,1,Neutral,2,No Physical Activity,Average,Africa
2450,EMP2451,32,Prefer not to say,Project Manager,Retail,26,Hybrid,53,14,2,High,No mental health conditions,No,Decrease,3,Satisfied,5,Weekly,Poor,South America
2451,EMP2452,59,Female,Sales,Consulting,9,Remote,27,8,3,Low,No mental health conditions,No,No Change,1,Satisfied,2,Daily,Average,South America
2452,EMP2453,32,Female,Designer,Retail,12,Hybrid,28,12,2,Medium,Depression/Anxiety/Burnout,No,No Change,3,Unsatisfied,3,No Physical Activity,Average,South America
2453,EMP2454,53,Female,Marketing,Healthcare,2,Hybrid,37,13,5,High,Depression/Anxiety/Burnout,No,Decrease,5,Satisfied,2,No Physical Activity,Good,Africa
2454,EMP2455,46,Non-binary,Designer,Education,22,Onsite,36,13,2,High,No mental health conditions,No,No Change,2,Unsatisfied,5,No Physical Activity,Average,Africa
2455,EMP2456,22,Male,Software Engineer,Manufacturing,18,Onsite,22,5,2,High,Depression/Anxiety/Burnout,Yes,Decrease,1,Neutral,3,Weekly,Average,North America
2456,EMP2457,48,Female,Project Manager,Manufacturing,33,Remote,46,15,1,High,No mental health conditions,Yes,No Change,4,Unsatisfied,4,No Physical Activity,Good,North America
2457,EMP2458,43,Prefer not to say,Software Engineer,Manufacturing,18,Onsite,59,3,1,Medium,Depression/Anxiety/Burnout,Yes,Increase,1,Satisfied,2,Daily,Good,South America
2458,EMP2459,56,Non-binary,Marketing,IT,34,Onsite,24,8,3,Low,No mental health conditions,No,Decrease,3,Satisfied,2,Weekly,Average,Oceania
2459,EMP2460,59,Non-binary,Marketing,Finance,26,Hybrid,47,7,5,Medium,Depression/Anxiety/Burnout,Yes,Decrease,3,Neutral,2,No Physical Activity,Average,Asia
2460,EMP2461,30,Prefer not to say,Software Engineer,IT,1,Hybrid,36,0,3,Medium,Depression/Anxiety/Burnout,Yes,No Change,2,Neutral,5,No Physical Activity,Average,Africa
2461,EMP2462,45,Male,Data Scientist,Finance,15,Remote,46,0,2,High,Depression/Anxiety/Burnout,No,Decrease,5,Unsatisfied,5,No Physical Activity,Poor,Asia
2462,EMP2463,35,Non-binary,Sales,Finance,7,Remote,53,10,2,Medium,No mental health conditions,No,No Change,1,Satisfied,2,No Physical Activity,Good,Europe
2463,EMP2464,30,Female,Software Engineer,IT,4,Hybrid,57,14,3,Medium,Depression/Anxiety/Burnout,No,Increase,2,Unsatisfied,3,No Physical Activity,Average,Europe
2464,EMP2465,33,Female,Marketing,Healthcare,25,Remote,49,11,3,High,Depression/Anxiety/Burnout,Yes,Decrease,2,Unsatisfied,5,No Physical Activity,Good,Asia
2465,EMP2466,54,Female,HR,Finance,24,Hybrid,54,5,1,Low,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,5,Weekly,Good,Europe
2466,EMP2467,60,Female,Data Scientist,Retail,33,Remote,23,7,4,Medium,Depression/Anxiety/Burnout,Yes,No Change,2,Satisfied,3,Daily,Good,Asia
2467,EMP2468,51,Female,HR,Manufacturing,6,Remote,23,6,4,Medium,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,2,Daily,Good,Africa
2468,EMP2469,55,Non-binary,Sales,Healthcare,26,Hybrid,45,12,5,High,No mental health conditions,Yes,Increase,3,Unsatisfied,2,Daily,Average,Europe
2469,EMP2470,41,Non-binary,Project Manager,Retail,31,Remote,21,12,2,High,Depression/Anxiety/Burnout,Yes,Increase,2,Satisfied,1,Weekly,Poor,Europe
2470,EMP2471,30,Female,Project Manager,Finance,10,Onsite,36,2,2,High,Depression/Anxiety/Burnout,Yes,Increase,2,Satisfied,3,Weekly,Poor,South America
2471,EMP2472,44,Prefer not to say,Software Engineer,Retail,13,Onsite,52,7,3,High,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,5,Weekly,Good,Africa
2472,EMP2473,48,Female,Data Scientist,Healthcare,26,Onsite,50,0,3,Medium,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,5,Weekly,Good,Oceania
2473,EMP2474,56,Female,Data Scientist,Finance,17,Onsite,45,15,4,Low,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,3,No Physical Activity,Poor,North America
2474,EMP2475,43,Male,Designer,IT,19,Hybrid,52,11,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Unsatisfied,1,No Physical Activity,Poor,South America
2475,EMP2476,37,Male,Software Engineer,Manufacturing,8,Remote,49,3,2,High,No mental health conditions,No,Increase,3,Neutral,4,Weekly,Poor,Asia
2476,EMP2477,36,Non-binary,Sales,IT,8,Remote,23,3,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Neutral,2,Daily,Good,Europe
2477,EMP2478,45,Male,Marketing,IT,6,Hybrid,60,11,3,High,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,4,No Physical Activity,Good,North America
2478,EMP2479,23,Female,HR,Consulting,11,Remote,49,13,3,Medium,Depression/Anxiety/Burnout,No,Increase,2,Satisfied,2,No Physical Activity,Good,Oceania
2479,EMP2480,57,Male,Sales,Finance,25,Hybrid,34,0,1,Medium,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,3,Daily,Poor,North America
2480,EMP2481,43,Female,Software Engineer,Education,11,Hybrid,31,12,2,Low,No mental health conditions,Yes,Decrease,5,Satisfied,5,Daily,Poor,South America
2481,EMP2482,59,Prefer not to say,HR,IT,9,Hybrid,56,8,1,Low,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,4,Daily,Poor,Asia
2482,EMP2483,49,Prefer not to say,Project Manager,Finance,5,Remote,51,7,1,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Unsatisfied,4,No Physical Activity,Average,Oceania
